var1,var2,var3,var4,var5,var6,mf
278.0326,12833,21.3,1281,0.6,0.0217,C11H2O9
278.1234,12071,24.6,1477,0.7,0.023,C11H2O9
279.0338,13328,5.3,320,0.2,0.0209,C10HNO9
279.1264,6834,5.1,307,0.1,0.0408,C10HNO9
279.1573,11720,6,361,0.2,0.0238,C10HNO9
280.0093,9807,6.8,409,0.2,0.0286,C10O10
280.0526,13633,5.4,327,0.2,0.0205,C10O10
280.1034,13960,18.7,1128,0.5,0.0201,C10O10
280.9957,14518,27.7,1681,0.8,0.0194,C10H3NO9
281.0709,14621,3.5,211,0.1,0.0192,C10H3NO9
281.1216,6045,6.8,415,0.2,0.0465,C10H3NO9
282.0059,10759,7.5,457,0.2,0.0262,C10H2O10
282.1172,11995,9.2,558,0.3,0.0235,C10H2O10
282.2796,11983,4.9,300,0.1,0.0236,C10H2O10
282.9952,11624,13,797,0.4,0.0243,C9HNO10
283.0956,14638,3.6,222,0.1,0.0193,C9HNO10
283.133,16124,13.6,833,0.4,0.0176,C9HNO10
283.1671,16888,4.5,273,0.1,0.0168,C9HNO10
283.9947,13104,3.8,236,0.1,0.0217,C8N2O10
284.1346,14963,91.4,5614,2.7,0.019,C8N2O10
284.3318,13985,64.2,3943,1.9,0.0203,C8N2O10
284.9825,12578,10,614,0.3,0.0227,C9H3NO10
285.1101,14952,23.8,1464,0.7,0.0191,C9H3NO10
285.1371,9572,16.6,1019,0.5,0.0298,C9H3NO10
285.3351,13694,14.1,868,0.4,0.0208,C9H3NO10
286.002,10825,4.8,295,0.1,0.0264,C8H2N2O10
286.093,13974,45.9,2834,1.4,0.0205,C8H2N2O10
286.3103,13235,4.6,283,0.1,0.0216,C8H2N2O10
286.9816,9944,5.8,358,0.2,0.0289,C7HN3O10
287.0332,10517,8,497,0.2,0.0273,C7HN3O10
287.1238,13222,30.6,1892,0.9,0.0217,C7HN3O10
288.0174,13099,15.3,950,0.5,0.022,C12O9
288.107,14589,41,2547,1.2,0.0197,C12O9
288.9102,25309,3.4,214,0.1,0.0114,C7H3N3O10
288.9798,14868,15.4,961,0.5,0.0194,C7H3N3O10
289.0523,10959,18,1122,0.5,0.0264,C7H3N3O10
289.1079,11957,8.9,557,0.3,0.0242,C7H3N3O10
289.138,15256,7.8,483,0.2,0.019,C7H3N3O10
289.9964,9017,6,375,0.2,0.0322,C12H2O9
290.0644,11788,14.1,879,0.4,0.0246,C12H2O9
290.124,11318,17.2,1076,0.5,0.0256,C12H2O9
290.9778,11734,8.8,551,0.3,0.0248,C11HNO9
291.0236,11378,6,377,0.2,0.0256,C11HNO9
291.1208,13058,11.6,728,0.4,0.0223,C11HNO9
292.0132,15161,7.9,495,0.2,0.0193,C11O10
292.1019,11526,15.4,967,0.5,0.0253,C11O10
293.0142,14066,28.7,1807,0.9,0.0208,C11H3NO9
293.1298,7819,5,316,0.2,0.0375,C11H3NO9
294.0254,13253,31.8,2011,1,0.0222,C11H2O10
294.1191,13244,37.7,2385,1.2,0.0222,C11H2O10
295.0113,15013,346.6,22034,10.7,0.0197,C10HNO10
295.1322,7955,8,512,0.2,0.0371,C10HNO10
296.0147,14260,40.8,2607,1.3,0.0208,C9N2O10
296.133,13318,14.2,906,0.4,0.0222,C9N2O10
297.0158,15100,11.4,731,0.4,0.0197,C10H3NO10
297.1418,9253,10.5,674,0.3,0.0321,C10H3NO10
297.9802,15577,8.2,526,0.3,0.0191,C9H2N2O10
298.0639,15516,27.8,1785,0.9,0.0192,C9H2N2O10
298.1156,10766,6.7,429,0.2,0.0277,C9H2N2O10
298.1477,11110,11.7,751,0.4,0.0268,C9H2N2O10
298.5654,16100,6.5,415,0.2,0.0185,C9H10N6O6
298.9723,9969,4.2,272,0.1,0.03,C8HN3O10
299.0874,10117,4.8,311,0.2,0.0296,C8HN3O10
299.1262,11283,16.9,1090,0.5,0.0265,C8HN3O10
300.0049,11253,6.9,445,0.2,0.0267,C13O9
300.126,10298,11.7,754,0.4,0.0291,C13O9
300.9849,8851,4.9,315,0.2,0.034,C8H3N3O10
301.1079,12583,6.3,410,0.2,0.0239,C8H3N3O10
301.1423,10626,19.8,1282,0.6,0.0283,C8H3N3O10
301.9985,10334,4.7,307,0.1,0.0292,C13H2O9
302.0867,12476,8.2,536,0.3,0.0242,C13H2O9
302.1335,8822,8.6,561,0.3,0.0342,C13H2O9
302.9862,8018,3.5,229,0.1,0.0378,C12HNO9
303.0247,14784,6.9,451,0.2,0.0205,C12HNO9
303.1206,12363,14,922,0.4,0.0245,C12HNO9
304.0279,10365,19.7,1299,0.6,0.0293,C12O10
304.1349,11717,22.1,1457,0.7,0.026,C12O10
304.2625,14893,3.9,256,0.1,0.0204,C12O10
304.3003,12177,11.7,776,0.4,0.025,C12O10
305.0222,8889,25.7,1701,0.8,0.0343,C12H3NO9
305.1369,12242,16.1,1068,0.5,0.0249,C12H3NO9
306.0274,15316,267.1,17820,8.7,0.02,C12H2O10
306.1188,16541,110,7337,3.6,0.0185,C12H2O10
307.0261,11368,40.1,2683,1.3,0.027,C11HNO10
307.125,11270,16.7,1116,0.5,0.0273,C11HNO10
307.1893,14078,4.4,294,0.1,0.0218,C11HNO10
308.0314,8330,9.2,617,0.3,0.037,C10N2O10
308.0729,10220,4.4,296,0.1,0.0301,C10N2O10
308.1331,14382,21.4,1440,0.7,0.0214,C10N2O10
309.0278,13383,10.8,730,0.4,0.0231,C11H3NO10
309.151,12952,23,1553,0.8,0.0239,C11H3NO10
310.1493,10475,8.9,603,0.3,0.0296,C10H2N2O10
311.0079,16047,9.7,659,0.3,0.0194,C9HN3O10
311.1475,12138,47.2,3205,1.6,0.0256,C9HN3O10
311.2583,15980,5.5,373,0.2,0.0195,C9HN3O10
311.9937,12687,9.9,674,0.3,0.0246,C14O9
312.1339,12259,12.2,830,0.4,0.0255,C14O9
313.0042,14974,81.1,5550,2.7,0.0209,C9H3N3O10
313.1049,12079,6.2,424,0.2,0.0259,C9H3N3O10
313.1419,12691,13.3,908,0.4,0.0247,C9H3N3O10
313.2731,13059,3.1,216,0.1,0.024,C9H3N3O10
314.0058,11762,11.9,821,0.4,0.0267,C14H2O9
314.1441,10213,8.3,574,0.3,0.0308,C14H2O9
315.0099,8439,5.8,403,0.2,0.0373,C13HNO9
315.1206,12525,12.4,858,0.4,0.0252,C13HNO9
315.1593,11883,13.7,950,0.5,0.0265,C13HNO9
316.0129,11876,4.2,292,0.1,0.0266,C13O10
316.1046,13018,10.3,720,0.4,0.0243,C13O10
316.1503,10351,6.4,445,0.2,0.0305,C13O10
316.9994,9154,3.2,226,0.1,0.0346,C13H3NO9
317.0419,10034,6,418,0.2,0.0316,C13H3NO9
317.135,14616,17,1188,0.6,0.0217,C13H3NO9
317.9377,17706,3.3,230,0.1,0.018,C13H2O10
318.0288,11902,8,563,0.3,0.0267,C13H2O10
318.1241,11601,11.1,783,0.4,0.0274,C13H2O10
318.142,10160,9.7,684,0.3,0.0313,C13H2O10
319.0222,9295,6.9,487,0.2,0.0343,C12HNO10
319.1527,10873,13.3,937,0.5,0.0294,C12HNO10
319.2836,41392,2.9,207,0.1,0.0077,C12HNO10
320.0411,14584,14.4,1022,0.5,0.0219,C11N2O10
320.0975,14926,7.1,500,0.2,0.0214,C11N2O10
320.1314,11253,7.3,515,0.3,0.0284,C11N2O10
321.018,12764,3.4,243,0.1,0.0251,C12H3NO10
321.0378,7083,3.2,228,0.1,0.0453,C12H3NO10
321.1312,11058,5.5,388,0.2,0.029,C12H3NO10
322.0409,13744,13,932,0.5,0.0234,C11H2N2O10
322.0648,13581,10.4,746,0.4,0.0237,C11H2N2O10
322.114,13089,12.1,866,0.4,0.0246,C11H2N2O10
323.0079,11809,20.3,1456,0.7,0.0274,C10HN3O10
323.1559,5808,5.4,386,0.2,0.0556,C10HN3O10
324.0379,15145,150.6,10874,5.3,0.0214,C15O9
324.1292,14403,67.6,4883,2.4,0.0225,C15O9
325.0285,7736,31,2250,1.1,0.042,C10H3N3O10
325.1392,12354,13.7,998,0.5,0.0263,C10H3N3O10
326.0349,6519,5.7,415,0.2,0.05,C15H2O9
326.1443,12765,23.1,1690,0.8,0.0256,C15H2O9
327.025,13725,5.3,390,0.2,0.0238,C14HNO9
327.0781,10821,2.9,212,0.1,0.0302,C14HNO9
327.1611,13058,32.5,2388,1.2,0.0251,C14HNO9
328.0596,13457,3.9,285,0.1,0.0244,C14O10
328.1621,11774,9.6,710,0.3,0.0279,C14O10
329.1378,11511,10.9,804,0.4,0.0286,C14H3NO9
329.1775,13027,22.7,1677,0.8,0.0253,C14H3NO9
330.1357,10190,5.8,430,0.2,0.0324,C14H2O10
330.1749,9576,6.2,462,0.2,0.0345,C14H2O10
330.9748,13675,3.8,280,0.1,0.0242,C13HNO10
331.1145,14401,23.1,1726,0.8,0.023,C13HNO10
331.1467,11864,14.3,1068,0.5,0.0279,C13HNO10
331.9976,19952,3.3,249,0.1,0.0166,C12N2O10
332.0163,18268,3.1,233,0.1,0.0182,C12N2O10
332.1022,10969,6.8,507,0.2,0.0303,C12N2O10
332.3323,14181,13.3,998,0.5,0.0234,C12N2O10
332.4852,14202,2.8,210,0.1,0.0234,C20N2O4
332.9883,12682,3.9,293,0.1,0.0263,C13H3NO10
333.0358,17649,3.7,279,0.1,0.0189,C13H3NO10
333.1305,13382,17,1282,0.6,0.0249,C13H3NO10
333.1648,11509,10.7,810,0.4,0.0289,C13H3NO10
333.335,10888,3,223,0.1,0.0306,C13H3NO10
334.0226,12453,23.7,1794,0.9,0.0268,C12H2N2O10
334.1144,14924,78.3,5932,2.9,0.0224,C12H2N2O10
335.0265,12380,7,530,0.3,0.0271,C11HN3O10
335.1213,9983,12,913,0.4,0.0336,C11HN3O10
336.038,13557,11.4,870,0.4,0.0248,C16O9
336.1288,10783,13.7,1050,0.5,0.0312,C16O9
337.0247,14793,9.2,707,0.3,0.0228,C11H3N3O10
337.1811,10549,9,692,0.3,0.032,C11H3N3O10
338.0543,15554,15,1157,0.6,0.0217,C16H2O9
338.1421,10723,9,696,0.3,0.0315,C16H2O9
338.3436,18117,4.7,365,0.2,0.0187,C16H2O9
339.0581,16136,3.9,303,0.1,0.021,C15HNO9
339.1478,8680,4.1,318,0.2,0.0391,C15HNO9
340.0105,12613,5.1,399,0.2,0.027,C15O10
340.1266,10855,8.6,675,0.3,0.0313,C15O10
340.1519,11346,9.1,708,0.3,0.03,C15O10
340.396,13615,3.5,272,0.1,0.025,C15O10
340.4932,12120,2.8,218,0.1,0.0281,C11N8O6
340.932,12746,2.9,228,0.1,0.0267,C15H3NO9
341.0047,8998,4.6,361,0.2,0.0379,C15H3NO9
341.1657,7103,9.4,741,0.4,0.048,C15H3NO9
341.267,12893,3.9,307,0.1,0.0265,C15H3NO9
342.0044,14328,44.2,3489,1.7,0.0239,C15H2O10
342.14,14805,275.9,21755,10.6,0.0231,C15H2O10
343.0077,12376,7,558,0.3,0.0277,C14HNO10
343.1447,13206,44.3,3514,1.7,0.026,C14HNO10
344.0026,14389,16.3,1295,0.6,0.0239,C13N2O10
344.1528,12467,28,2232,1.1,0.0276,C13N2O10
345.0043,14382,3.5,278,0.1,0.024,C14H3NO10
345.0326,9411,2.9,234,0.1,0.0367,C14H3NO10
345.1312,12436,22.9,1836,0.9,0.0278,C14H3NO10
345.9344,19262,3,244,0.1,0.018,C13H2N2O10
346.0194,10498,5.7,456,0.2,0.033,C13H2N2O10
346.0694,7702,2.9,233,0.1,0.0449,C13H2N2O10
346.1235,9613,7.4,597,0.3,0.036,C13H2N2O10
346.9906,16777,3.7,302,0.1,0.0207,C12HN3O10
347.0546,12574,3.4,275,0.1,0.0276,C12HN3O10
347.1457,14032,20.9,1694,0.8,0.0247,C12HN3O10
347.1871,11373,13.1,1061,0.5,0.0305,C12HN3O10
348.0403,8240,3.1,255,0.1,0.0422,C17O9
348.1375,8168,5.9,485,0.2,0.0426,C17O9
348.1845,9623,2.8,232,0.1,0.0362,C17O9
348.9815,15858,11.5,942,0.5,0.022,C12H3N3O10
349.1586,12004,6.8,560,0.3,0.0291,C12H3N3O10
350.0197,8911,3.7,304,0.1,0.0393,C17H2O9
350.1111,12445,4.2,348,0.2,0.0281,C17H2O9
350.1438,17882,4.5,370,0.2,0.0196,C17H2O9
350.9849,14178,5.8,482,0.2,0.0248,C16HNO9
351.0398,12156,3.2,264,0.1,0.0289,C16HNO9
351.1369,9306,4,329,0.2,0.0377,C16HNO9
351.1778,14068,2.6,211,0.1,0.025,C16HNO9
351.9844,22814,2.6,215,0.1,0.0154,C16O10
352.0331,10825,5.5,453,0.2,0.0325,C16O10
352.1245,14812,119.6,9894,4.8,0.0238,C16O10
352.1848,10565,5.2,433,0.2,0.0333,C16O10
353.0282,8148,16.9,1399,0.7,0.0433,C16H3NO9
353.1285,12213,19.7,1631,0.8,0.0289,C16H3NO9
353.9134,15906,10.3,856,0.4,0.0223,C16H2O10
354.0342,9964,4.8,396,0.2,0.0355,C16H2O10
355.0327,15583,179.4,14982,7.3,0.0228,C15HNO10
355.1473,12209,8.4,702,0.3,0.0291,C15HNO10
355.1925,11111,13.1,1094,0.5,0.032,C15HNO10
355.9108,12503,4.4,367,0.2,0.0285,C14N2O10
356.0331,12002,27.9,2339,1.1,0.0297,C14N2O10
356.149,8504,7.7,643,0.3,0.0419,C14N2O10
356.1902,11342,6.6,553,0.3,0.0314,C14N2O10
356.9482,15355,2.4,206,0.1,0.0232,C15H3NO10
357.0376,10560,8,672,0.3,0.0338,C15H3NO10
357.1309,12570,5,421,0.2,0.0284,C15H3NO10
357.1687,12721,4,334,0.2,0.0281,C15H3NO10
357.2,7708,3,249,0.1,0.0463,C15H3NO10
358.0214,11149,4,336,0.2,0.0321,C14H2N2O10
358.0666,13277,2.8,241,0.1,0.027,C14H2N2O10
358.1344,13509,4.4,370,0.2,0.0265,C14H2N2O10
358.1664,10904,6.4,544,0.3,0.0328,C14H2N2O10
358.8948,16000,3.4,291,0.1,0.0224,C13HN3O10
359.0462,13338,2.6,224,0.1,0.0269,C13HN3O10
359.144,13813,13.2,1124,0.5,0.026,C13HN3O10
360.0167,12293,13.4,1142,0.6,0.0293,C18O9
360.1503,14297,104.2,8925,4.3,0.0252,C18O9
360.5408,13474,3.4,295,0.1,0.0268,C8H8N8O9
361.0288,5093,2.6,220,0.1,0.0709,C13H3N3O10
361.155,12104,29.6,2551,1.2,0.0298,C13H3N3O10
362.0115,11194,6.6,573,0.3,0.0323,C18H2O9
362.1537,8942,6.9,601,0.3,0.0405,C18H2O9
362.4973,16397,4.3,371,0.2,0.0221,C10H2N8O8
363.0059,19386,3.5,303,0.1,0.0187,C17HNO9
363.1466,13232,8.4,729,0.4,0.0274,C17HNO9
363.3111,15390,6.7,584,0.3,0.0236,C17HNO9
363.987,14211,5.5,477,0.2,0.0256,C17O10
364.0391,7474,4.1,357,0.2,0.0487,C17O10
364.127,11571,6.4,562,0.3,0.0315,C17O10
365.0605,17655,8,698,0.3,0.0207,C17H3NO9
365.1424,8056,8.5,743,0.4,0.0453,C17H3NO9
366.049,13273,27.6,2431,1.2,0.0276,C17H2O10
366.1408,17241,8.3,730,0.4,0.0212,C17H2O10
367.0486,9499,5.7,504,0.2,0.0386,C16HNO10
367.1563,9974,4.6,403,0.2,0.0368,C16HNO10
368.047,13159,2.6,229,0.1,0.028,C15N2O10
368.1536,11668,4.1,368,0.2,0.0316,C15N2O10
368.4256,13162,13.2,1178,0.6,0.028,C15N2O10
369.0438,11330,4.4,398,0.2,0.0326,C16H3NO10
369.1709,8427,6.2,558,0.3,0.0438,C16H3NO10
369.3527,15040,17.5,1572,0.8,0.0246,C16H3NO10
369.4287,13644,3.9,353,0.2,0.0271,C16H3NO10
370.0419,11942,2.5,227,0.1,0.031,C15H2N2O10
370.1352,14369,117.1,10518,5.1,0.0258,C15H2N2O10
370.3543,10278,5.3,479,0.2,0.036,C15H2N2O10
371.044,17138,2.8,253,0.1,0.0217,C14HN3O10
371.14,13199,22.9,2072,1,0.0281,C14HN3O10
371.3213,18992,2.6,237,0.1,0.0196,C14HN3O10
372.1482,9404,14,1266,0.6,0.0396,C19O9
373.0287,41077,2.4,219,0.1,0.0091,C14H3N3O10
373.1529,9478,10.1,916,0.4,0.0394,C14H3N3O10
374.028,8596,2.4,221,0.1,0.0435,C19H2O9
374.1629,10409,7.5,685,0.3,0.0359,C19H2O9
374.96,12421,4.3,398,0.2,0.0302,C18HNO9
375.1624,9058,10.7,989,0.5,0.0414,C18HNO9
376.0065,19956,5,458,0.2,0.0188,C18O10
376.1433,39658,3.7,339,0.2,0.0095,C18O10
376.1524,20450,3.7,338,0.2,0.0184,C18O10
377.0061,12467,7,648,0.3,0.0302,C18H3NO9
377.0548,10455,2.7,253,0.1,0.0361,C18H3NO9
377.1551,11456,5.9,547,0.3,0.0329,C18H3NO9
377.3256,13045,4.6,426,0.2,0.0289,C18H3NO9
377.5094,13690,4.8,448,0.2,0.0276,C10H3N9O8
378.016,13292,2.8,259,0.1,0.0284,C18H2O10
378.0499,11379,4.7,439,0.2,0.0332,C18H2O10
378.1043,9133,3,280,0.1,0.0414,C18H2O10
378.1427,12214,8.2,764,0.4,0.031,C18H2O10
379.0431,16828,3.8,355,0.2,0.0225,C17HNO10
379.0698,9388,2.2,205,0.1,0.0404,C17HNO10
379.1611,12030,9.5,885,0.4,0.0315,C17HNO10
379.9665,15333,3.6,334,0.2,0.0248,C16N2O10
380.1572,10468,4.1,382,0.2,0.0363,C16N2O10
381.1069,12092,3.7,349,0.2,0.0315,C17H3NO10
381.1565,14385,3.7,352,0.2,0.0265,C17H3NO10
381.9396,12677,2.6,244,0.1,0.0301,C16H2N2O10
381.9973,11257,3.5,330,0.2,0.0339,C16H2N2O10
382.0409,11889,4.1,384,0.2,0.0321,C16H2N2O10
382.1349,13189,9.4,887,0.4,0.029,C16H2N2O10
382.9389,15213,4.6,438,0.2,0.0252,C15HN3O10
383.0308,9300,3.3,314,0.2,0.0412,C15HN3O10
383.1166,15309,181.6,17303,8.4,0.025,C15HN3O10
383.3299,11178,2.5,234,0.1,0.0343,C15HN3O10
384.0435,11923,8,769,0.4,0.0322,C20O9
384.1211,12683,25.7,2464,1.2,0.0303,C20O9
384.1849,8802,6.5,618,0.3,0.0436,C20O9
385.0422,16545,10.9,1049,0.5,0.0233,C15H3N3O10
385.1233,12709,7.4,713,0.3,0.0303,C15H3N3O10
385.1748,7091,5.2,504,0.2,0.0543,C15H3N3O10
385.2914,10195,2.8,271,0.1,0.0378,C15H3N3O10
385.9501,14983,2.5,240,0.1,0.0258,C20H2O9
386.0085,12805,4.1,400,0.2,0.0301,C20H2O9
386.0431,16812,4.1,393,0.2,0.023,C20H2O9
386.1982,14583,10,963,0.5,0.0265,C20H2O9
386.5138,13313,2.7,257,0.1,0.029,C16H2N8O5
387.0067,11996,2.4,229,0.1,0.0323,C19HNO9
387.0458,12887,3.1,303,0.1,0.03,C19HNO9
387.094,66806,2.2,211,0.1,0.0058,C19HNO9
387.1655,10807,26.6,2581,1.3,0.0358,C19HNO9
387.9424,14968,9.8,949,0.5,0.0259,C19O10
388.1477,11903,23.5,2290,1.1,0.0326,C19O10
388.9726,13354,3.5,346,0.2,0.0291,C19H3NO9
389.179,9898,19.5,1904,0.9,0.0393,C19H3NO9
390.1786,6462,5.5,542,0.3,0.0604,C19H2O10
391.1424,10490,3.8,370,0.2,0.0373,C18HNO10
391.1713,13099,4.5,447,0.2,0.0299,C18HNO10
391.2858,13816,6.4,627,0.3,0.0283,C18HNO10
391.3288,5638,2.6,260,0.1,0.0694,C18HNO10
391.9154,19535,2.3,230,0.1,0.0201,C27H53N
392.0517,10183,2.8,277,0.1,0.0385,C17N2O10
392.1183,14605,16.3,1615,0.8,0.0268,C17N2O10
392.9279,12618,2.6,254,0.1,0.0311,C28H56
392.9719,9161,2.4,239,0.1,0.0429,C18H3NO10
393.0114,9780,3.3,327,0.2,0.0402,C18H3NO10
393.0724,7557,4.7,469,0.2,0.052,C18H3NO10
393.1696,14225,6.7,670,0.3,0.0276,C18H3NO10
393.2986,12272,2.7,273,0.1,0.032,C18H3NO10
393.9997,16830,3.5,351,0.2,0.0234,C17H2N2O10
394.0639,10314,6.9,692,0.3,0.0382,C17H2N2O10
394.1377,8725,4.7,464,0.2,0.0452,C17H2N2O10
394.9456,10342,2.8,281,0.1,0.0382,C28H58
394.9942,7746,2.3,227,0.1,0.051,C16HN3O10
395.0752,14010,37,3702,1.8,0.0282,C16HN3O10
395.1636,10580,3.6,358,0.2,0.0373,C16HN3O10
395.9299,13421,4.8,480,0.2,0.0295,C27H57N
395.9935,13870,2.4,244,0.1,0.0285,C21O9
396.0689,9516,9.5,954,0.5,0.0416,C21O9
396.1522,11056,8.6,865,0.4,0.0358,C21O9
397.0723,11524,4.7,476,0.2,0.0345,C16H3N3O10
397.1378,7663,5.7,574,0.3,0.0518,C16H3N3O10
397.2034,9748,2.4,247,0.1,0.0407,C16H3N3O10
397.9822,13927,2.5,248,0.1,0.0286,C21H2O9
398.0149,11890,3.7,376,0.2,0.0335,C21H2O9
398.2001,11177,10.5,1064,0.5,0.0356,C21H2O9
399.0909,14781,36.1,3675,1.8,0.027,C20HNO9
399.1988,11256,4.7,479,0.2,0.0355,C20HNO9
399.2493,15993,3.4,347,0.2,0.025,C20HNO9
399.3101,16965,3,305,0.1,0.0235,C20HNO9
400.0945,12362,5.3,543,0.3,0.0324,C20O10
400.1599,10509,3.7,382,0.2,0.0381,C20O10
400.2144,14644,15.8,1610,0.8,0.0273,C20O10
400.9385,10834,2.9,295,0.1,0.037,C20H3NO9
401.0921,13184,4.8,496,0.2,0.0304,C20H3NO9
401.1769,9594,13.9,1424,0.7,0.0418,C20H3NO9
402.052,14040,3.2,327,0.2,0.0286,C20H2O10
402.1691,50804,3.3,340,0.2,0.0079,C20H2O10
402.9483,15865,2.7,282,0.1,0.0254,C19HNO10
403.1832,6801,6.3,649,0.3,0.0593,C19HNO10
404.0279,15016,3,314,0.2,0.0269,C18N2O10
404.1183,10340,3.2,328,0.2,0.0391,C18N2O10
404.1674,10419,2.7,281,0.1,0.0388,C18N2O10
404.1983,11224,2.9,299,0.1,0.036,C18N2O10
404.9853,10780,3,314,0.2,0.0376,C19H3NO10
405.0667,15404,3,312,0.2,0.0263,C19H3NO10
405.1519,11985,6.7,698,0.3,0.0338,C19H3NO10
405.3412,11677,2.4,246,0.1,0.0347,C19H3NO10
405.9446,11266,3.3,346,0.2,0.036,C18H2N2O10
406.1527,11163,2.3,239,0.1,0.0364,C18H2N2O10
406.9836,14447,11.9,1239,0.6,0.0282,C17HN3O10
407.0742,10148,3.1,325,0.2,0.0401,C17HN3O10
407.1848,10031,9.8,1028,0.5,0.0406,C17HN3O10
407.3343,10681,6.3,662,0.3,0.0381,C17HN3O10
407.9832,14818,2.8,294,0.1,0.0275,C22O9
408.09,11870,5.3,552,0.3,0.0344,C22O9
408.1582,11670,3.2,338,0.2,0.035,C22O9
408.9574,14994,4.3,451,0.2,0.0273,C29H60
409.0892,11250,3.9,415,0.2,0.0364,C17H3N3O10
409.174,6920,3.3,348,0.2,0.0591,C17H3N3O10
410.0401,12191,4.5,479,0.2,0.0336,C22H2O9
410.1345,12071,4,423,0.2,0.034,C22H2O9
410.1634,13792,4.8,504,0.2,0.0297,C22H2O9
411.0236,13056,3.3,353,0.2,0.0315,C21HNO9
411.1106,16808,3.9,416,0.2,0.0245,C21HNO9
411.1612,9749,3.4,361,0.2,0.0422,C21HNO9
411.397,23176,3.1,325,0.2,0.0178,C21HNO9
411.499,13426,2,215,0.1,0.0306,C22H5NO8
411.9659,13808,10.5,1122,0.5,0.0298,C21O10
412.1485,10397,3.8,402,0.2,0.0396,C21O10
412.2157,12130,5.1,540,0.3,0.034,C21O10
412.4994,10287,2.7,292,0.1,0.0401,C26H4O6
412.9635,9722,3.3,357,0.2,0.0425,C21H3NO9
413.0812,12844,12.2,1301,0.6,0.0322,C21H3NO9
413.1188,27654,6,636,0.3,0.0149,C21H3NO9
413.1825,10491,6.3,670,0.3,0.0394,C21H3NO9
413.2676,11975,6.4,683,0.3,0.0345,C21H3NO9
413.9378,12461,9.7,1038,0.5,0.0332,C24H55N5
414.0554,10310,2.8,294,0.1,0.0402,C21H2O10
414.1625,13105,11.8,1264,0.6,0.0316,C21H2O10
414.2297,13416,7.4,790,0.4,0.0309,C21H2O10
414.9408,7405,3,321,0.2,0.056,C23H54N6
415.054,14573,90,9635,4.7,0.0285,C20HNO10
415.1944,12446,13.9,1486,0.7,0.0334,C20HNO10
415.9334,15012,4.1,439,0.2,0.0277,C22H53N7
416.0567,16172,18.4,1980,1,0.0257,C19N2O10
416.1257,15531,2,211,0.1,0.0268,C19N2O10
416.1994,13722,4.2,450,0.2,0.0303,C19N2O10
416.969,10484,5.7,618,0.3,0.0398,C20H3NO10
417.0581,15276,6.7,725,0.4,0.0273,C20H3NO10
417.2,11020,5.2,559,0.3,0.0379,C20H3NO10
417.9764,11834,4,430,0.2,0.0353,C19H2N2O10
418.1481,8304,3,322,0.2,0.0504,C19H2N2O10
418.1845,14776,3.2,342,0.2,0.0283,C19H2N2O10
418.2182,11448,2.6,278,0.1,0.0365,C19H2N2O10
418.9691,8237,2.4,265,0.1,0.0509,C18HN3O10
419.012,13359,2.2,236,0.1,0.0314,C18HN3O10
419.072,13167,2,218,0.1,0.0318,C18HN3O10
419.167,11704,4.3,470,0.2,0.0358,C18HN3O10
419.318,12476,5.1,556,0.3,0.0336,C18HN3O10
419.9682,10960,4.9,536,0.3,0.0383,C23O9
420.0183,17306,1.9,208,0.1,0.0243,C23O9
420.0302,17363,1.9,209,0.1,0.0242,C23O9
420.1592,8996,2.4,264,0.1,0.0467,C23O9
420.9623,12532,3.3,360,0.2,0.0336,C30H60
421.0215,8383,2.9,321,0.2,0.0502,C18H3N3O10
421.1758,8958,3.5,377,0.2,0.047,C18H3N3O10
421.3482,11368,4.6,501,0.2,0.0371,C18H3N3O10
421.5255,13691,4.6,498,0.2,0.0308,C30H3N3O
422.0355,7554,3.6,395,0.2,0.0559,C23H2O9
422.1707,7843,2.2,239,0.1,0.0538,C23H2O9
422.5184,16198,5.4,592,0.3,0.0261,C24H2N6O3
423.019,14890,4.7,521,0.3,0.0284,C22HNO9
423.0575,10226,2,219,0.1,0.0414,C22HNO9
423.1637,11172,2.6,289,0.1,0.0379,C22HNO9
423.1945,9602,2.7,292,0.1,0.0441,C22HNO9
423.3301,21211,1.9,210,0.1,0.02,C22HNO9
424.0542,13021,8.9,975,0.5,0.0326,C22O10
424.1447,14450,8.6,942,0.5,0.0294,C22O10
424.2041,20907,2.6,289,0.1,0.0203,C22O10
424.9545,13040,2,221,0.1,0.0326,C29H60O
424.9962,11681,2.3,258,0.1,0.0364,C22H3NO9
425.0528,10514,2.4,263,0.1,0.0404,C22H3NO9
425.1638,13155,3.4,380,0.2,0.0323,C22H3NO9
425.3131,12773,3.1,348,0.2,0.0333,C22H3NO9
425.3771,12233,2,218,0.1,0.0348,C22H3NO9
425.9818,12394,3.7,407,0.2,0.0344,C22H2O10
426.0695,12274,7.6,842,0.4,0.0347,C22H2O10
426.1633,12032,3.4,378,0.2,0.0354,C22H2O10
426.2313,10854,6.1,679,0.3,0.0393,C22H2O10
427.0675,10763,2.5,277,0.1,0.0397,C21HNO10
427.1539,9958,2.7,306,0.1,0.0429,C21HNO10
427.2311,15145,2.1,239,0.1,0.0282,C21HNO10
427.3205,19356,2,219,0.1,0.0221,C21HNO10
427.3787,12594,2.7,302,0.1,0.0339,C21HNO10
427.9749,10420,1.9,210,0.1,0.0411,C20N2O10
428.0588,14597,1.9,214,0.1,0.0293,C20N2O10
428.1749,7984,3.2,360,0.2,0.0536,C20N2O10
